ID,Calories_Burned
TEST_0000,173.08679770735378
TEST_0001,189.55344057452854
TEST_0002,54.39579435039582
TEST_0003,162.88793779524593
TEST_0004,224.27887377185272
TEST_0005,178.16213849497478
TEST_0006,97.83430265721161
TEST_0007,43.81398888771765
TEST_0008,79.04520374155828
TEST_0009,57.92954558325765
TEST_0010,122.70768007076367
TEST_0011,54.13323643407107
TEST_0012,14.794068164987962
TEST_0013,176.2509003229014
TEST_0014,228.5713746546113
TEST_0015,13.180777874947907
TEST_0016,96.93318763304569
TEST_0017,129.74870915533768
TEST_0018,157.89383907136317
TEST_0019,7.059947621263007
TEST_0020,51.2722603106373
TEST_0021,88.59604106072481
TEST_0022,24.728697981790262
TEST_0023,85.68119811532216
TEST_0024,19.334034583753123
TEST_0025,127.53193612724662
TEST_0026,105.94834465766158
TEST_0027,188.64465839711997
TEST_0028,121.67746219562059
TEST_0029,99.38663993434858
TEST_0030,24.763804218999425
TEST_0031,242.40420854168397
TEST_0032,54.47473156597253
TEST_0033,47.00710912291434
TEST_0034,133.3472233617831
TEST_0035,113.40414164089718
TEST_0036,37.87512585682674
TEST_0037,131.12248696474822
TEST_0038,10.81549982257367
TEST_0039,129.97854227780033
TEST_0040,200.94978061894744
TEST_0041,168.4342446631528
TEST_0042,145.83213403588132
TEST_0043,59.66212419919898
TEST_0044,67.90848767027376
TEST_0045,52.809137511046444
TEST_0046,77.94395546533669
TEST_0047,198.1861276745339
TEST_0048,137.4416415952403
TEST_0049,125.63735845091011
TEST_0050,12.129575128868339
TEST_0051,112.22783070978844
TEST_0052,158.9277305239456
TEST_0053,91.80367924609678
TEST_0054,69.65249566508487
TEST_0055,85.66236468234553
TEST_0056,161.31361343465915
TEST_0057,17.78896085198869
TEST_0058,30.387754831697052
TEST_0059,96.30602129679899
TEST_0060,38.81793630173525
TEST_0061,108.14081335705424
TEST_0062,90.05961298957568
TEST_0063,52.57667714190785
TEST_0064,34.792503672786395
TEST_0065,136.0074079217347
TEST_0066,230.7330843794294
TEST_0067,125.07761432819171
TEST_0068,101.84631365450946
TEST_0069,44.52096580882711
TEST_0070,125.89287269295619
TEST_0071,25.314843721480102
TEST_0072,9.445145619935019
TEST_0073,153.2731288480423
TEST_0074,31.142346138633798
TEST_0075,90.35884746052372
TEST_0076,63.68865317817616
TEST_0077,66.17975428227905
TEST_0078,45.812193666263006
TEST_0079,188.26859090092347
TEST_0080,173.68784723971527
TEST_0081,137.206733093688
TEST_0082,90.81126062992176
TEST_0083,102.4192308550571
TEST_0084,55.5240753214038
TEST_0085,179.23864442108663
TEST_0086,125.27817685309745
TEST_0087,17.357226576257133
TEST_0088,144.5191108696597
TEST_0089,42.533046181715264
TEST_0090,40.6756445831436
TEST_0091,36.53352639838608
TEST_0092,23.49491808746886
TEST_0093,195.58147196008866
TEST_0094,4.346885429289443
TEST_0095,10.068135725198289
TEST_0096,239.2079260182379
TEST_0097,140.13057081958345
TEST_0098,186.84015059795468
TEST_0099,173.30998711013922
TEST_0100,13.46365529405712
TEST_0101,99.54151629086232
TEST_0102,189.65368663821852
TEST_0103,166.1846585579138
TEST_0104,65.07099696434643
TEST_0105,167.03453005270967
TEST_0106,36.839489988441734
TEST_0107,20.228564692348044
TEST_0108,187.7085375883135
TEST_0109,29.097630643927843
TEST_0110,110.55716083064014
TEST_0111,185.90760835248992
TEST_0112,47.319456219510805
TEST_0113,146.1228496579431
TEST_0114,55.369528708648765
TEST_0115,80.91639672104263
TEST_0116,79.94167868955572
TEST_0117,64.36340356607936
TEST_0118,13.961594632978333
TEST_0119,6.707368823616221
TEST_0120,185.62645502189372
TEST_0121,48.22787726117087
TEST_0122,42.85400527260672
TEST_0123,19.36295921393166
TEST_0124,32.34678217194469
TEST_0125,101.13132541298356
TEST_0126,47.6630798123152
TEST_0127,54.639376827298676
TEST_0128,103.23990323065372
TEST_0129,77.7155659575295
TEST_0130,60.45134219910405
TEST_0131,192.86466555803145
TEST_0132,68.9346141969907
TEST_0133,134.14748942138024
TEST_0134,104.88594659725933
TEST_0135,72.28468535009316
TEST_0136,72.5807884385853
TEST_0137,64.38612615477713
TEST_0138,176.95013048758364
TEST_0139,22.798977815074934
TEST_0140,125.46397218429767
TEST_0141,15.98765418479131
TEST_0142,111.22388454662581
TEST_0143,41.474628826411305
TEST_0144,10.426189653875497
TEST_0145,31.98654156907964
TEST_0146,165.06313610813652
TEST_0147,82.86999059267423
TEST_0148,119.29367597952536
TEST_0149,87.14700411014059
TEST_0150,41.90983086014174
TEST_0151,80.48900581926507
TEST_0152,69.54590519976529
TEST_0153,19.52028542786273
TEST_0154,93.26277557155124
TEST_0155,54.188477930130695
TEST_0156,129.83777339970896
TEST_0157,39.13227449171823
TEST_0158,199.5753404387732
TEST_0159,39.74279724254829
TEST_0160,129.39416641838383
TEST_0161,100.34068281993575
TEST_0162,115.4817414846989
TEST_0163,139.38400065810268
TEST_0164,57.0385390608288
TEST_0165,32.50013864339434
TEST_0166,41.32578234306571
TEST_0167,133.50767970011572
TEST_0168,203.37767207048353
TEST_0169,112.46265145475186
TEST_0170,75.31540410580789
TEST_0171,77.14217468462179
TEST_0172,5.664590351371928
TEST_0173,85.38871444814296
TEST_0174,16.219943246809805
TEST_0175,47.820683158164414
TEST_0176,7.889945170548799
TEST_0177,61.02755702681873
TEST_0178,176.67207125483168
TEST_0179,181.61098502232204
TEST_0180,46.26497857238652
TEST_0181,82.4408361652624
TEST_0182,68.62533052748982
TEST_0183,116.73294579883203
TEST_0184,126.75480117558378
TEST_0185,83.57649319816957
TEST_0186,11.610173181109417
TEST_0187,45.967877289183335
TEST_0188,156.86775521092622
TEST_0189,5.933742164376554
TEST_0190,41.064098013210995
TEST_0191,6.661056233069772
TEST_0192,157.66224289323753
TEST_0193,41.63152583706635
TEST_0194,175.8279264617163
TEST_0195,103.84571317850623
TEST_0196,6.069438630654119
TEST_0197,214.06406227481784
TEST_0198,4.464494471108978
TEST_0199,9.118265496288785
TEST_0200,9.459484647458268
TEST_0201,130.25239893892578
TEST_0202,21.265676491126882
TEST_0203,40.21013792498354
